serial,participant,trial,angle,is.correct,rt
1951,15,188,80,1,0.766487843
1952,15,189,120,1,0.805989891
1953,15,192,0,1,0.505348104
1954,15,199,160,1,0.723728542
1955,15,215,120,1,0.707870032
1956,15,220,40,1,0.635301677
1957,15,223,0,1,1.421888077
1958,15,231,40,1,1.02216005
1959,15,232,120,1,1.272731947
1960,15,235,160,1,1.602344406
1961,15,236,0,1,0.6660855
1962,15,239,160,1,1.212599651
1963,15,240,160,1,0.804538494
1964,15,242,120,1,0.782968849
1965,15,245,80,1,0.66839643
1966,15,246,160,1,1.074326076
1967,15,253,160,1,1.153785646
1968,15,254,40,1,0.608203963
1969,15,255,0,1,0.433446734
1970,15,258,40,1,0.673981753
1971,15,265,80,1,0.833713018
1972,15,268,80,1,0.72605734
1973,15,271,120,1,0.573075432
1974,15,272,160,1,0.889880595
1975,15,279,80,1,0.774597794
1976,15,283,40,1,0.596081886
1977,15,284,120,1,0.922568009
1978,15,285,0,1,0.591724416
1979,15,288,0,1,0.528616028
1980,15,290,80,1,1.320379318
1981,15,295,120,1,0.82428113
1982,15,308,120,1,0.789402036
1983,15,312,80,1,0.953708482
1984,15,313,80,1,0.67254859
1985,15,315,160,1,0.884441141
1986,15,323,40,1,0.571841745
1987,15,324,160,1,1.3980323
1988,15,327,120,1,0.759736298
1989,15,332,120,1,0.963015287
1990,15,351,0,1,0.607081136
1991,15,353,40,1,1.109402823
1992,15,354,80,1,1.038767232
1993,15,358,40,1,1.293678732
1994,15,367,40,1,0.578936083
1995,15,370,160,1,1.721958058
1996,15,372,120,1,0.685520353
1997,15,375,120,1,1.584569542
1998,15,376,80,1,1.138089051
1999,15,380,40,1,0.590376222
2000,15,385,120,1,1.424165092
2001,15,388,160,1,0.900095799
2002,15,395,0,1,0.714486649
2003,15,398,120,1,1.568951716
2004,15,405,0,1,0.588424495
2005,15,410,160,1,0.768330533
2006,15,418,120,1,0.622992889
2007,15,419,0,1,0.492519292
2008,15,423,80,1,1.109364897
2009,15,425,80,1,1.109285399
2010,15,426,80,1,0.68292425
2011,15,438,40,1,0.614427462
2012,15,442,160,1,0.904659675
2013,15,445,160,1,0.855747985
2014,15,446,120,1,0.673762949
2015,15,448,80,1,0.568320833
2016,15,458,120,1,0.690941573
2017,15,459,160,1,1.077178909
2018,15,460,0,1,0.523171104
2019,15,463,40,1,1.934440284
2020,15,465,40,1,0.916347791
2021,15,467,160,1,1.308818837
2022,15,468,40,1,0.731382652
2023,15,471,160,1,1.003147852
2024,15,476,40,1,0.619204671
2025,15,491,40,1,0.586486261
2026,15,494,0,1,0.637041894
2027,15,496,80,1,0.628338257
2028,15,501,80,1,0.652916814
2029,15,502,0,1,0.527032256
2030,15,504,40,1,0.620150996
2031,15,505,80,1,1.23683724
2032,15,513,120,1,0.819988206
2033,15,517,0,1,0.738827804
2034,15,518,120,1,0.58992111
2035,15,533,120,1,0.834676847
2036,15,534,160,1,1.641809621
2037,15,536,80,1,0.806231304
2038,15,540,160,1,1.436700342
2039,15,543,80,1,0.839107617
2040,15,544,160,1,0.875119385
2041,15,546,40,1,0.637661472
2042,15,553,40,1,0.518568573
2043,15,558,120,1,0.690792058
2044,15,559,120,1,0.632181904
2045,15,560,80,1,0.554422073
2046,15,562,40,1,0.477130845
2047,15,573,80,1,0.887767319
2048,16,4,40,1,1.19053004
2049,16,9,120,1,0.726991631
2050,16,21,40,1,2.474506662
2051,16,31,80,1,2.113806243
2052,16,43,40,1,1.080974784
2053,16,44,40,1,0.691222006
2054,16,50,0,1,0.692639853
2055,16,56,160,1,0.576941689
2056,16,57,80,1,2.566697311
2057,16,70,40,1,0.647777486
2058,16,72,160,1,1.75730211
2059,16,74,40,1,1.137147102
2060,16,75,80,1,0.851750811
2061,16,78,40,1,0.974315756
2062,16,82,160,1,1.525449213
2063,16,84,40,1,0.938372182
2064,16,87,120,1,2.124266142
2065,16,89,0,1,0.616218369
2066,16,95,0,1,0.741519816
2067,16,106,0,1,0.634249962
2068,16,111,80,1,0.7720243
2069,16,114,80,1,0.697965529
2070,16,116,80,1,0.893990454
2071,16,119,160,1,1.14663989
2072,16,121,160,1,1.812807077
2073,16,122,120,1,1.994889116
2074,16,124,120,1,0.716419048
2075,16,131,0,1,0.676132226
2076,16,140,40,1,0.654348883
2077,16,144,80,1,1.034090673
2078,16,160,120,1,0.67424614
2079,16,162,120,1,0.811344376
2080,16,163,40,1,1.377675556
2081,16,170,160,1,0.723526149
2082,16,177,40,1,0.89400577
2083,16,184,120,1,1.147355013
2084,16,193,40,1,1.240340283
2085,16,195,80,1,1.095593772
2086,16,197,160,1,1.027321623
2087,16,199,40,1,0.690579818
2088,16,201,80,1,0.872591111
2089,16,203,80,1,1.04421872
2090,16,210,120,1,0.737441684
2091,16,225,160,1,1.992962551
2092,16,228,120,1,1.576816971
2093,16,229,0,1,0.563277413
2094,16,233,80,1,1.108242436
2095,16,243,120,1,0.884969552
2096,16,245,0,1,0.740422517
2097,16,248,80,1,1.027155697
2098,16,263,160,1,0.697246395
2099,16,264,40,1,0.623034826
2100,16,272,0,1,0.660562172
2101,16,273,40,1,0.61144116
2102,16,275,80,1,0.597900873
2103,16,282,120,1,1.060299681
2104,16,283,40,1,0.69113959
2105,16,290,80,1,0.640169689
2106,16,292,40,1,0.532881966
2107,16,293,80,1,0.530391253
2108,16,296,160,1,1.001563715
2109,16,301,160,1,0.497077697
2110,16,305,160,1,1.069665927
2111,16,306,40,1,0.639977507
2112,16,310,40,1,0.521370351
2113,16,311,0,1,0.420016578
2114,16,322,0,1,0.607225182
2115,16,330,160,1,0.992153708
2116,16,336,160,1,0.80685927
2117,16,337,0,1,0.43265503
2118,16,341,0,1,0.5264878
2119,16,351,40,1,0.555987611
2120,16,352,40,1,0.535602787
2121,16,355,160,1,0.777760233
2122,16,366,120,1,0.739124648
2123,16,370,160,1,0.826245621
2124,16,374,80,1,0.657318046
2125,16,383,160,1,1.276110273
2126,16,388,120,1,0.598769158
2127,16,391,120,1,0.901522763
2128,16,393,80,1,0.82229403
2129,16,394,80,1,0.579235479
2130,16,395,0,1,0.534985397
2131,16,399,40,1,0.844131709
2132,16,410,160,1,0.73965634
2133,16,422,80,1,1.445511557
2134,16,431,160,1,1.245800159
2135,16,443,40,1,0.640653974
2136,16,448,40,1,0.695193289
2137,16,459,120,1,0.677417331
2138,16,462,40,1,0.527518729
2139,16,468,160,1,1.341338866
2140,16,470,120,1,0.943854668
2141,16,472,80,1,0.761125335
2142,16,475,120,1,0.725052668
2143,16,479,40,1,0.544220726
2144,16,483,40,1,0.610335108
2145,16,487,80,1,0.771422226
2146,16,492,80,1,0.602321432
2147,16,494,40,1,0.725982218
2148,16,498,0,1,0.625112
2149,16,504,120,1,0.904698695
2150,16,514,160,1,0.990267622
2151,16,523,120,1,1.186972296
2152,16,537,120,1,0.604192931
2153,16,540,40,1,0.540128007
2154,16,541,0,1,0.465316187
2155,16,546,40,1,0.638636971
2156,16,547,0,1,0.548494687
2157,16,552,120,1,0.645726568
2158,16,558,120,1,0.809162541
2159,16,563,120,1,1.087078306
2160,16,567,160,1,0.723584132
2161,16,568,40,1,0.919641512
2162,16,569,80,1,0.811365527
2163,16,570,40,1,0.701019296
2164,16,572,120,1,0.772455708
2165,16,573,80,1,0.804150847
2166,17,7,160,1,1.673598846
2167,17,15,0,1,1.191027454
2168,17,22,160,1,2.440118781
2169,17,27,40,1,1.432056603
2170,17,34,40,1,1.21929139
2171,17,45,160,1,1.47216583
2172,17,50,80,1,2.725533306
2173,17,52,40,1,2.106275028
2174,17,64,120,1,1.67091741
2175,17,66,120,1,2.263781427
2176,17,81,120,1,2.245544523
2177,17,84,80,1,2.131861904
2178,17,90,80,1,1.42629879
2179,17,91,40,1,1.231751153
2180,17,92,120,1,2.141055296
2181,17,95,120,1,3.088236141
2182,17,103,40,1,2.104033022
2183,17,110,40,1,1.438398257
2184,17,111,40,1,1.410274719
2185,17,114,80,1,2.422353764
2186,17,116,40,1,1.450299706
2187,17,124,80,1,2.170271393
2188,17,125,160,1,3.191563522
2189,17,128,40,1,0.949050885
2190,17,142,0,1,1.873376615
2191,17,143,120,1,1.974587437
2192,17,144,0,1,1.067370679
2193,17,151,40,1,1.440948046
2194,17,152,40,1,1.7721585
2195,17,165,80,1,1.376455727
2196,17,169,0,1,1.237650824
2197,17,176,120,1,1.231841957
2198,17,177,80,1,2.541131586
2199,17,181,120,1,2.191158006
2200,17,186,120,1,2.140785803
2201,17,187,80,1,2.206961816
2202,17,188,40,1,1.705096698
2203,17,192,0,1,0.756986668
2204,17,196,0,1,0.619320637
2205,17,205,40,1,0.73555961
2206,17,207,160,1,1.206402043
2207,17,213,80,1,1.625032866
2208,17,219,40,1,0.806900113
2209,17,220,160,1,1.207615673
2210,17,232,80,1,1.566846827
2211,17,247,160,1,2.088330956
2212,17,262,120,1,2.070784013
2213,17,265,80,1,1.189853573
2214,17,278,80,1,1.774442079
2215,17,281,40,1,0.730794071
2216,17,287,120,1,1.538451973
2217,17,298,0,1,0.969809134
2218,17,299,0,1,0.661250309
2219,17,301,0,1,0.742641549
2220,17,302,80,1,2.517849074
2221,17,307,160,1,3.55481446
2222,17,310,160,1,3.741543155
2223,17,311,40,1,0.750839385
2224,17,314,120,1,1.888473324
2225,17,315,0,1,0.765656026
2226,17,320,40,1,0.991276671
2227,17,322,0,1,1.001030929
2228,17,332,160,1,1.825093256
2229,17,340,40,1,0.922274447
2230,17,341,40,1,0.835188118
2231,17,345,40,1,0.699562065
2232,17,347,160,1,2.232432726
2233,17,354,0,1,0.652544848
2234,17,355,80,1,1.361341878
2235,17,358,160,1,1.887283763
2236,17,361,40,1,0.804277753
2237,17,368,120,1,1.581697747
2238,17,372,120,1,1.056803566
2239,17,374,80,1,1.497331509
2240,17,380,40,1,0.844320245
2241,17,381,40,1,0.99614286
2242,17,386,80,1,0.846199402
2243,17,387,160,1,1.356281683
2244,17,388,120,1,1.435374028
2245,17,389,120,1,1.633591363
2246,17,390,160,1,2.804589184
2247,17,398,120,1,1.928963269
2248,17,399,120,1,1.019275855
2249,17,411,80,1,1.794170128
2250,17,415,160,1,1.185333094
2251,17,416,160,1,2.074439489
2252,17,425,40,1,0.861563416
2253,17,433,40,1,0.78629065
2254,17,437,80,1,0.802052887
2255,17,438,80,1,1.130698235
2256,17,439,160,1,1.455863878
2257,17,440,120,1,0.900839367
2258,17,442,80,1,1.154140837
2259,17,447,120,1,1.092240245
2260,17,452,40,1,0.823100686
2261,17,458,120,1,1.372270746
2262,17,459,80,1,1.200701119
2263,17,466,40,1,0.898887275
2264,17,468,120,1,1.143699536
2265,17,470,120,1,1.462721543
2266,17,491,120,1,2.356316327
2267,17,495,120,1,1.301608898
2268,17,505,80,1,0.865592317
2269,17,506,80,1,1.448824606
2270,17,509,120,1,0.954116185
2271,17,510,40,1,0.77801441
2272,17,527,120,1,1.14025557
2273,17,536,0,1,0.839404461
2274,17,540,80,1,1.359160407
2275,17,544,80,1,0.67281006
2276,17,548,160,1,1.861095542
2277,17,550,80,1,0.723301511
2278,17,553,160,1,2.115832728
2279,17,554,40,1,0.644590978
2280,17,556,80,1,0.677987679
2281,17,557,40,1,0.879189494
2282,17,559,40,1,1.067368856
2283,17,574,0,1,0.787887551
2284,18,4,160,1,3.390093382
2285,18,6,80,1,2.405181704
2286,18,8,40,1,2.160254571
2287,18,10,120,1,2.218501145
2288,18,15,40,1,1.035614639
2289,18,22,120,1,2.75338261
2290,18,36,40,1,2.688787453
2291,18,38,40,1,1.271814796
2292,18,60,80,1,1.213295446
2293,18,72,80,1,2.096725716
2294,18,73,80,1,1.379813995
2295,18,75,0,1,0.772551981
2296,18,76,120,1,2.518621086
2297,18,86,80,1,2.735530071
2298,18,96,80,1,1.803493708
2299,18,100,40,1,1.0358473
2300,18,108,40,1,1.393511456
2301,18,111,160,1,2.464717031
2302,18,118,40,1,0.855227233
2303,18,119,40,1,1.565354587
2304,18,120,120,1,1.699158372
2305,18,121,120,1,2.762916606
2306,18,122,40,1,0.816998257
2307,18,123,0,1,0.757722212
2308,18,129,160,1,3.024505987
2309,18,130,80,1,1.171941593
2310,18,135,40,1,1.208847537
2311,18,136,160,1,3.673507678
2312,18,158,40,1,0.755919272
2313,18,159,120,1,1.443930702
2314,18,166,160,1,1.325846122
2315,18,168,40,1,0.78951399
2316,18,170,40,1,0.752307556
2317,18,181,0,1,0.858189467
2318,18,189,120,1,1.157425806
2319,18,197,40,1,3.250336684
2320,18,199,80,1,2.110354618
2321,18,203,0,1,0.754294656
2322,18,207,0,1,0.827645233
2323,18,210,80,1,1.378254291
2324,18,212,160,1,3.028758433
2325,18,213,80,1,1.967866159
2326,18,214,0,1,0.714383082
2327,18,241,80,1,1.577247285
2328,18,244,80,1,1.936189983
2329,18,249,0,1,0.862607474
2330,18,250,40,1,0.954929405
2331,18,253,40,1,0.902001942
2332,18,268,120,1,2.536815688
2333,18,271,120,1,1.91102175
2334,18,279,0,1,0.756512594
2335,18,282,120,1,1.860947485
2336,18,285,80,1,1.553757275
2337,18,289,80,1,1.209795685
2338,18,293,40,1,1.01613092
2339,18,294,40,1,1.091602797
2340,18,297,80,1,1.061480855
2341,18,303,120,1,1.212790375
2342,18,318,80,1,1.347335174
2343,18,328,160,1,2.683151076
2344,18,329,160,1,1.957435434
2345,18,330,0,1,0.65968477
2346,18,341,120,1,1.593192222
2347,18,346,0,1,0.623988809
2348,18,357,40,1,1.178776648
2349,18,358,40,1,1.016439433
2350,18,365,0,1,0.65886681
2351,18,384,80,1,1.426534368
2352,18,385,40,1,1.107331484
2353,18,388,120,1,1.57237599
2354,18,402,40,1,1.101073705
2355,18,407,120,1,1.154517179
2356,18,414,0,1,1.330032197
2357,18,421,120,1,1.510765677
2358,18,430,40,1,1.521674124
2359,18,432,40,1,0.787423323
2360,18,433,40,1,0.846456132
2361,18,436,80,1,1.564454211
2362,18,440,40,1,0.766222727
2363,18,443,160,1,1.286808668
2364,18,444,40,1,1.155153533
2365,18,452,120,1,1.505106326
2366,18,453,80,1,1.096168861
2367,18,454,120,1,1.505227032
2368,18,458,160,1,2.419009353
2369,18,465,160,1,1.749046655
2370,18,471,80,1,2.113923667
2371,18,473,160,1,2.3187795
2372,18,478,160,1,2.1955235
2373,18,479,120,1,2.2084825
2374,18,481,120,1,1.873889345
2375,18,483,80,1,2.895396266
2376,18,489,80,1,2.141424345
2377,18,496,120,1,2.752465094
2378,18,503,120,1,1.525131583
2379,18,510,120,1,2.556861002
2380,18,511,160,1,2.913222548
2381,18,515,40,1,3.613491348
2382,18,518,40,1,2.094113202
2383,18,521,120,1,1.478289409
2384,18,530,160,1,3.017913804
2385,18,535,160,1,1.308200717
2386,18,547,40,1,1.220669123
2387,18,551,160,1,1.206608083
2388,18,557,80,1,1.484605171
2389,18,558,40,1,0.921512647
2390,18,565,0,1,0.721971186
2391,18,567,0,1,0.698262372
2392,18,570,40,1,0.895904984
2393,18,571,0,1,0.799809787
2394,18,572,0,1,0.905993282
2395,18,575,80,1,2.035469864
2396,19,4,40,1,1.204331798
2397,19,6,160,1,2.357002276
2398,19,12,0,1,0.955657291
2399,19,14,160,1,2.25992064
2400,19,18,40,1,0.939443226
2401,19,27,40,1,0.954898772
2402,19,31,0,1,0.723988918
2403,19,38,0,1,0.704524163
2404,19,39,40,1,1.184621982
2405,19,40,80,1,1.261464663
2406,19,46,40,1,0.83149034
2407,19,47,80,1,0.869289367
2408,19,54,160,1,1.809262826
2409,19,59,120,1,1.380992981
2410,19,60,120,1,1.204613325
2411,19,72,0,1,0.794041398
2412,19,78,80,1,1.526798136
2413,19,81,160,1,1.774837019
2414,19,95,120,1,2.341966832
2415,19,96,120,1,1.489622334
2416,19,98,120,1,1.95642128
2417,19,99,80,1,1.442371727
2418,19,103,40,1,0.859064681
2419,19,104,40,1,1.305488284
2420,19,115,40,1,1.104988828
2421,19,120,120,1,1.446181096
2422,19,122,80,1,1.221731414
2423,19,127,160,1,1.573875159
2424,19,130,120,1,1.995149857
2425,19,132,80,1,1.346233134
2426,19,133,120,1,2.275257668
2427,19,141,160,1,2.10618386
2428,19,150,120,1,2.176967143
2429,19,153,0,1,0.608304612
2430,19,154,40,1,0.933573458
2431,19,163,80,1,0.993477834
2432,19,169,160,1,2.895891126
2433,19,173,40,1,0.951233085
2434,19,175,120,1,3.047402311
2435,19,180,120,1,2.542299632
2436,19,182,40,1,1.417114879
2437,19,183,40,1,1.236716168
2438,19,186,80,1,1.565505562
2439,19,197,160,1,1.009202873
2440,19,198,120,1,1.119554939
2441,19,199,0,1,0.771338351
2442,19,205,160,1,1.734286538
2443,19,213,80,1,0.970049089
2444,19,220,80,1,0.758937665
2445,19,223,80,1,1.010125495
2446,19,226,40,1,0.631138212
2447,19,233,120,1,1.361042482
2448,19,237,80,1,0.562365367
2449,19,240,160,1,1.823338817
2450,19,243,120,1,1.161226423
2451,19,244,40,1,1.375297162
2452,19,245,160,1,1.977329409
2453,19,248,40,1,3.598684189
2454,19,255,160,1,1.708357964
2455,19,258,160,1,1.973173967
2456,19,259,0,1,0.632132309
2457,19,260,160,1,3.212101509
2458,19,265,0,1,0.572001836
2459,19,269,80,1,1.623888524
2460,19,270,40,1,0.591706547
2461,19,271,80,1,0.996904296
2462,19,283,120,1,2.797122151
2463,19,290,40,1,1.048758892
2464,19,291,0,1,0.486295063
2465,19,294,80,1,0.891218943
2466,19,296,80,1,1.16306036
2467,19,299,0,1,0.673455895
2468,19,301,120,1,1.035532588
2469,19,308,80,1,1.039680737
2470,19,310,120,1,2.260983296
2471,19,314,80,1,1.126608433
2472,19,317,80,1,2.039227084
2473,19,318,80,1,3.224640041
2474,19,324,120,1,1.05941535
2475,19,325,40,1,1.252789471
2476,19,329,80,1,1.05870278
2477,19,330,120,1,2.303653981
2478,19,335,40,1,0.927661389
2479,19,337,120,1,2.102294993
2480,19,348,160,1,2.34014821
2481,19,357,40,1,0.923593103
2482,19,359,80,1,0.858855724
2483,19,363,40,1,0.714144221
2484,19,366,160,1,1.63956251
2485,19,371,120,1,1.182327099
2486,19,375,80,1,1.215563344
2487,19,377,120,1,1.423778174
2488,19,379,80,1,0.811150005
2489,19,383,120,1,1.029375094
2490,19,391,160,1,0.915837614
2491,19,403,160,1,2.776336187
2492,19,404,160,1,1.288340657
2493,19,415,160,1,1.813488285
2494,19,416,40,1,0.905783231
2495,19,418,80,1,0.731838492
2496,19,420,40,1,0.693486987
2497,19,434,160,1,1.905285088
2498,19,436,0,1,0.589763937
2499,19,438,160,1,1.074467205
2500,19,443,0,1,0.640089826
2501,19,451,160,1,3.440521015
2502,19,456,80,1,1.061727008
2503,19,457,120,1,1.194205209
2504,19,459,80,1,0.618427919
2505,19,466,80,1,1.442254303
2506,19,468,40,1,1.377248525
2507,19,470,0,1,0.780950023
2508,19,477,40,1,0.812448239
2509,19,489,160,1,1.738772009
2510,19,491,160,1,2.048398231
2511,19,502,120,1,0.828246214
2512,19,505,0,1,0.826171228
2513,19,506,120,1,0.98686851
2514,19,508,0,1,0.514073621
2515,19,516,40,1,0.663545192
2516,19,518,40,1,0.54557439
2517,19,525,40,1,0.582079924
2518,19,529,160,1,1.434890108
2519,19,534,40,1,0.558234723
2520,19,539,120,1,0.998219305
2521,19,540,80,1,1.039940383
2522,19,541,120,1,1.975038901
2523,19,543,40,1,0.572666634
2524,19,554,40,1,0.709361542
2525,19,555,120,1,0.684322039
2526,19,556,0,1,0.507609437
2527,19,559,160,1,1.689170724
2528,19,560,160,1,1.848179573
2529,19,566,120,1,1.360044009
2530,19,567,80,1,0.713303651
2531,19,574,40,1,0.556852979
2532,20,3,0,1,0.97033098
2533,20,5,80,1,2.764589359
2534,20,6,120,1,1.391855479
2535,20,14,120,1,3.059003635
2536,20,16,0,1,0.831243092
2537,20,17,0,1,0.87604857
2538,20,19,160,1,3.773245953
2539,20,34,120,1,2.20286545
2540,20,41,80,1,1.14488071
2541,20,46,40,1,1.149338831
2542,20,63,40,1,0.887688185
2543,20,67,0,1,0.721490183
2544,20,70,0,1,0.851866776
2545,20,77,120,1,1.998755738
2546,20,78,40,1,2.71401768
2547,20,80,40,1,1.72561791
2548,20,84,120,1,1.519942294
2549,20,88,80,1,1.127266667
2550,20,98,40,1,1.225439038
2551,20,100,120,1,1.848866252
2552,20,111,120,1,3.593862855
2553,20,112,80,1,3.289740634
2554,20,123,80,1,2.208913542
2555,20,125,120,1,2.081421872
2556,20,140,80,1,1.502711522
2557,20,152,80,1,1.651242968
2558,20,157,80,1,2.494683623
2559,20,158,80,1,1.460747571
2560,20,173,40,1,1.106674709
2561,20,174,80,1,1.666980042
2562,20,177,160,1,3.663013135
2563,20,179,80,1,2.721051482
2564,20,180,0,1,1.078907456
2565,20,188,80,1,1.58695997
2566,20,195,40,1,0.967016473
2567,20,205,40,1,0.904288438
2568,20,207,120,1,1.628678132
2569,20,208,40,1,1.721796143
2570,20,209,40,1,0.778601897
2571,20,212,120,1,1.833714477
2572,20,215,80,1,1.040263483
2573,20,216,80,1,1.051000898
2574,20,226,160,1,2.391901792
2575,20,228,40,1,1.07717198
2576,20,233,40,1,0.749561573
