serial,participant,trial,angle,is.correct,rt
2577,20,245,160,1,3.479628122
2578,20,258,0,1,0.756505665
2579,20,260,40,1,1.00691893
2580,20,264,40,1,0.94039028
2581,20,265,40,1,1.139272413
2582,20,269,120,1,1.645864779
2583,20,274,80,1,1.290522492
2584,20,276,40,1,1.037768759
2585,20,279,0,1,1.394563901
2586,20,286,80,1,1.079176584
2587,20,289,40,1,1.559921698
2588,20,291,40,1,0.794620498
2589,20,299,80,1,1.278311071
2590,20,301,120,1,1.424535234
2591,20,303,80,1,1.057026016
2592,20,304,80,1,1.933589868
2593,20,314,120,1,2.263619877
2594,20,318,120,1,3.465478831
2595,20,333,80,1,1.174923884
2596,20,335,0,1,0.744418233
2597,20,337,160,1,3.814254827
2598,20,342,80,1,1.04208174
2599,20,343,0,1,0.716785179
2600,20,358,160,1,2.958462716
2601,20,360,120,1,1.788531198
2602,20,361,0,1,0.653061954
2603,20,362,120,1,1.096076234
2604,20,363,80,1,1.30644956
2605,20,366,160,1,2.091189259
2606,20,367,40,1,0.772619446
2607,20,370,120,1,1.083377246
2608,20,373,120,1,1.282454479
2609,20,374,120,1,1.709346591
2610,20,396,40,1,0.722408063
2611,20,404,40,1,0.887039432
2612,20,413,80,1,0.943537767
2613,20,417,160,1,3.427778266
2614,20,420,0,1,0.665911187
2615,20,421,0,1,0.54228468
2616,20,435,120,1,2.779742592
2617,20,442,80,1,1.372014746
2618,20,443,0,1,0.704325052
2619,20,444,80,1,0.959961884
2620,20,452,160,1,3.613009981
2621,20,458,120,1,2.273303389
2622,20,463,80,1,0.928262369
2623,20,477,120,1,1.209300095
2624,20,478,40,1,1.043103917
2625,20,479,80,1,0.94313991
2626,20,483,80,1,0.815691636
2627,20,487,80,1,1.50813566
2628,20,488,40,1,1.297985148
2629,20,490,40,1,0.790115335
2630,20,493,40,1,0.789690856
2631,20,496,120,1,1.544962105
2632,20,497,80,1,1.106049296
2633,20,513,160,1,2.429548021
2634,20,518,120,1,1.290734002
2635,20,519,120,1,1.262776025
2636,20,520,160,1,3.697957506
2637,20,521,40,1,1.240521525
2638,20,522,40,1,0.683822073
2639,20,534,40,1,0.747254655
2640,20,539,160,1,2.97585358
2641,20,543,80,1,1.320823853
2642,20,548,80,1,0.885401689
2643,20,552,0,1,0.793511529
2644,20,553,160,1,2.076438624
2645,20,557,160,1,1.816744081
2646,20,563,40,1,0.845216245
2647,20,565,160,1,2.191073038
2648,20,567,40,1,0.844923049
2649,20,568,40,1,0.904656393
2650,20,571,120,1,1.075885051
2651,20,573,40,1,0.658435402
2652,20,576,0,1,0.637243922
2653,21,1,120,1,1.996358381
2654,21,5,160,1,2.180077799
2655,21,11,40,1,2.392387901
2656,21,13,80,1,2.19376432
2657,21,14,40,1,1.575351718
2658,21,18,120,1,1.875261607
2659,21,24,40,1,3.498235168
2660,21,27,40,1,1.557845982
2661,21,28,80,1,1.688662735
2662,21,39,40,1,3.179130016
2663,21,43,40,1,1.755500992
2664,21,44,160,1,3.229582447
2665,21,46,0,1,1.019830522
2666,21,56,160,1,2.539347608
2667,21,62,80,1,1.486191131
2668,21,65,160,1,2.215742398
2669,21,67,120,1,2.791940885
2670,21,73,160,1,2.855756008
2671,21,74,0,1,1.438491977
2672,21,79,120,1,1.858965125
2673,21,88,80,1,1.560333777
2674,21,89,80,1,1.907758297
2675,21,92,40,1,1.360371849
2676,21,94,120,1,2.98249937
2677,21,101,40,1,1.583985702
2678,21,117,40,1,1.503204194
2679,21,118,0,1,1.036187539
2680,21,125,120,1,2.091346797
2681,21,129,80,1,2.746891806
2682,21,131,160,1,2.342050706
2683,21,134,80,1,2.260457802
2684,21,136,80,1,1.808134164
2685,21,141,40,1,1.34370012
2686,21,149,160,1,1.993811144
2687,21,154,120,1,3.402874056
2688,21,156,160,1,1.575328014
2689,21,157,160,1,2.124588877
2690,21,160,80,1,1.461793816
2691,21,161,0,1,1.301797069
2692,21,164,160,1,2.855061672
2693,21,170,40,1,1.17272892
2694,21,172,120,1,2.97433873
2695,21,181,160,1,3.843154752
2696,21,184,80,1,2.336151765
2697,21,187,40,1,1.752443579
2698,21,193,80,1,1.562069983
2699,21,201,40,1,1.082555274
2700,21,206,120,1,1.779249555
2701,21,212,40,1,1.119448819
2702,21,215,0,1,0.929497879
2703,21,217,0,1,0.83766862
2704,21,224,0,1,1.094526012
2705,21,229,40,1,1.528787424
2706,21,235,160,1,3.227104497
2707,21,239,160,1,2.04794859
2708,21,246,120,1,2.29541129
2709,21,256,160,1,2.142619741
2710,21,260,80,1,1.523574432
2711,21,267,80,1,1.695906224
2712,21,271,120,1,1.326400789
2713,21,272,80,1,2.387334635
2714,21,273,80,1,1.810869572
2715,21,282,0,1,0.834151354
2716,21,285,40,1,1.36095569
2717,21,287,160,1,1.820774076
2718,21,292,80,1,1.655534433
2719,21,299,0,1,0.980827712
2720,21,300,120,1,1.518672505
2721,21,303,80,1,1.272800506
2722,21,304,120,1,1.490676238
2723,21,315,120,1,1.458873884
2724,21,316,0,1,0.938818542
2725,21,318,80,1,2.420230641
2726,21,326,160,1,3.810095008
2727,21,332,80,1,1.069806326
2728,21,333,40,1,1.251069311
2729,21,335,0,1,1.240597742
2730,21,338,120,1,2.401356654
2731,21,339,160,1,2.632265414
2732,21,340,40,1,2.523945668
2733,21,341,80,1,1.194127899
2734,21,343,120,1,1.639289005
2735,21,353,40,1,0.968262923
2736,21,357,0,1,0.874148262
2737,21,359,40,1,1.618672979
2738,21,365,40,1,1.288106902
2739,21,366,40,1,1.36908278
2740,21,368,160,1,3.089682068
2741,21,375,0,1,0.822710486
2742,21,377,160,1,2.111490938
2743,21,381,80,1,1.32059411
2744,21,385,80,1,1.438041972
2745,21,388,0,1,0.806154723
2746,21,390,120,1,1.722381077
2747,21,396,120,1,1.926303713
2748,21,399,120,1,2.604477011
2749,21,406,40,1,1.594786935
2750,21,417,80,1,2.00788203
2751,21,424,40,1,2.708231787
2752,21,427,120,1,1.453344721
2753,21,428,0,1,0.9590265
2754,21,437,160,1,2.573028754
2755,21,439,40,1,1.440592126
2756,21,440,40,1,0.896423183
2757,21,444,40,1,1.473595346
2758,21,445,160,1,1.708058933
2759,21,454,80,1,2.145703776
2760,21,462,80,1,1.413168394
2761,21,463,160,1,2.495487726
2762,21,470,40,1,2.022097691
2763,21,472,40,1,1.543855324
2764,21,486,160,1,2.252330348
2765,21,489,160,1,2.843141259
2766,21,494,40,1,1.224355961
2767,21,498,40,1,1.077092481
2768,21,502,80,1,1.055578996
2769,21,507,40,1,0.891589815
2770,21,511,120,1,2.087214694
2771,21,512,160,1,2.049814619
2772,21,517,80,1,1.137549336
2773,21,523,160,1,3.011944116
2774,21,525,120,1,1.832767787
2775,21,527,120,1,1.818628343
2776,21,531,80,1,1.507734885
2777,21,544,160,1,1.955363365
2778,21,546,0,1,0.944049038
2779,21,547,80,1,1.34731767
2780,21,551,160,1,1.591439971
2781,21,552,120,1,2.658669157
2782,21,559,160,1,1.961745862
2783,21,561,120,1,1.68759388
2784,21,569,80,1,2.301605981
2785,21,575,80,1,1.591509259
2786,22,2,40,1,0.712246052
2787,22,6,160,1,2.862467954
2788,22,9,80,1,0.471830909
2789,22,10,120,1,0.906802227
2790,22,11,120,1,1.259316823
2791,22,13,40,1,1.538738381
2792,22,15,40,1,0.652129867
2793,22,16,0,1,0.664899588
2794,22,18,40,1,0.491909751
2795,22,19,160,1,0.714778699
2796,22,22,40,1,0.643934957
2797,22,23,120,1,0.543107516
2798,22,27,40,1,0.477196328
2799,22,31,40,1,0.433189896
2800,22,32,120,1,0.70926194
2801,22,35,80,1,0.889315839
2802,22,38,40,1,1.223602668
2803,22,39,0,1,0.572192664
2804,22,41,80,1,1.176274438
2805,22,42,120,1,0.857304198
2806,22,43,120,1,0.978076282
2807,22,48,40,1,0.59976114
2808,22,49,120,1,1.906917099
2809,22,49,160,1,0.609954817
2810,22,52,0,1,0.547271342
2811,22,53,80,1,0.576423224
2812,22,55,160,1,1.315443496
2813,22,59,80,1,0.593023459
2814,22,60,160,1,1.191628954
2815,22,61,80,1,0.804630241
2816,22,62,120,1,0.790002516
2817,22,63,80,1,0.822331786
2818,22,67,80,1,0.56880012
2819,22,68,120,1,0.858110124
2820,22,69,80,1,0.519726934
2821,22,70,40,1,0.52833684
2822,22,74,40,1,0.638804386
2823,22,74,120,1,0.575228923
2824,22,76,160,1,1.310063125
2825,22,77,0,1,0.467941317
2826,22,79,0,1,0.442410628
2827,22,82,160,1,0.844260609
2828,22,84,80,1,0.814520146
2829,22,85,160,1,0.750462222
2830,22,88,80,1,1.152910995
2831,22,89,120,1,0.667011768
2832,22,91,80,1,0.612209584
2833,22,92,40,1,0.58625624
2834,22,93,80,1,0.568070411
2835,22,95,40,1,0.506968518
2836,22,98,40,1,0.514940978
2837,22,100,120,1,0.960088105
2838,22,101,80,1,1.217713215
2839,22,103,160,1,0.610300162
2840,22,104,160,1,0.98601191
2841,22,106,0,1,0.603148578
2842,22,111,40,1,0.615825672
2843,22,112,40,1,0.640847644
2844,22,116,160,1,0.899432206
2845,22,119,120,1,0.613352831
2846,22,121,120,1,0.577841798
2847,22,124,120,1,0.589006232
2848,22,125,80,1,0.570324449
2849,22,127,120,1,0.739069138
2850,22,129,120,1,0.782857497
2851,22,129,120,1,0.90590951
2852,22,131,40,1,0.486816377
2853,22,135,160,1,0.848267261
2854,22,137,0,1,0.592353192
2855,22,138,40,1,0.521619581
2856,22,139,120,1,0.945034443
2857,22,142,160,1,0.753751928
2858,22,143,80,1,0.581378023
2859,22,145,160,1,0.530356394
2860,22,146,120,1,1.078470128
2861,22,147,40,1,0.638232216
2862,22,147,80,1,0.464318665
2863,22,149,120,1,0.574399659
2864,22,151,40,1,0.454177865
2865,22,151,160,1,0.604304224
2866,22,154,40,1,0.482285327
2867,22,157,0,1,0.438301868
2868,22,160,80,1,0.699679453
2869,22,161,160,1,0.731366536
2870,22,163,160,1,0.700982062
2871,22,170,80,1,0.553602413
2872,22,174,80,1,1.275090712
2873,22,175,160,1,0.706069237
2874,22,177,40,1,0.643355129
2875,22,179,120,1,0.629630697
2876,22,183,40,1,0.684900025
2877,22,187,40,1,0.610765848
2878,22,188,0,1,0.473463546
2879,22,191,160,1,0.880744223
2880,22,191,40,1,0.493229499
2881,22,196,80,1,0.95453342
2882,22,197,0,1,0.807553087
2883,22,200,0,1,0.48357736
2884,22,205,0,1,0.500361755
2885,22,206,160,1,0.818337168
2886,22,207,160,1,0.690523268
2887,22,207,40,1,0.552333354
2888,22,209,120,1,1.113355019
2889,22,211,120,1,0.868764746
2890,22,213,40,1,0.448980559
2891,22,214,160,1,0.664116637
2892,22,221,80,1,1.090090767
2893,22,223,160,1,1.537443066
2894,22,224,80,1,0.582279857
2895,22,227,160,1,0.793666011
2896,22,229,80,1,0.542977328
2897,22,230,160,1,1.066058151
2898,22,230,160,1,0.770101634
2899,22,231,160,1,0.841016487
2900,22,233,80,1,0.664086004
2901,22,234,40,1,0.686713539
2902,22,237,80,1,0.787733527
2903,22,244,120,1,1.091760965
2904,22,246,40,1,0.549879111
2905,22,250,80,1,0.597556333
2906,22,252,80,1,0.846143776
2907,22,252,160,1,0.795418625
2908,22,254,80,1,0.607197532
2909,22,255,160,1,1.076658437
2910,22,256,40,1,0.527757012
2911,22,261,0,1,0.403896156
2912,22,267,120,1,0.818433442
2913,22,269,120,1,1.105905134
2914,22,269,80,1,0.585711056
2915,22,270,120,1,1.778563119
2916,22,271,0,1,0.549694223
2917,22,271,0,1,0.472546395
2918,22,277,0,1,0.47462612
2919,22,277,120,1,0.669866421
2920,22,278,80,1,0.538575372
2921,22,280,40,1,0.669820837
2922,22,280,120,1,0.603153319
2923,22,281,120,1,0.685028025
2924,22,286,40,1,0.552246562
2925,22,288,80,1,0.602790106
2926,23,1,40,1,1.618141286
2927,23,3,80,1,1.069873426
2928,23,4,0,1,0.732827484
2929,23,6,40,1,1.08517654
2930,23,7,160,1,1.555625856
2931,23,16,160,1,1.723354388
2932,23,20,120,1,1.078077097
2933,23,22,160,1,2.558111099
2934,23,39,80,1,1.581361884
2935,23,40,80,1,1.484653308
2936,23,42,160,1,1.20735238
2937,23,60,40,1,0.999252057
2938,23,62,120,1,1.193552446
2939,23,64,160,1,1.125709516
2940,23,71,80,1,1.027584552
2941,23,73,0,1,0.674216237
2942,23,74,120,1,1.500251442
2943,23,80,40,1,0.954218294
2944,23,82,40,1,0.725694491
2945,23,83,80,1,0.976472064
2946,23,88,0,1,1.688566462
2947,23,91,40,1,0.937765368
2948,23,92,0,1,0.736201798
2949,23,95,40,1,0.824820116
2950,23,96,40,1,0.639273325
2951,23,105,160,1,2.49785445
2952,23,111,40,1,0.727344269
2953,23,112,120,1,1.340756848
2954,23,116,120,1,1.860140829
2955,23,124,80,1,1.379354873
2956,23,133,160,1,1.73896638
2957,23,139,120,1,1.097590719
2958,23,142,160,1,1.741034072
2959,23,144,80,1,0.884201187
2960,23,156,120,1,1.776084928
2961,23,157,120,1,1.104575654
2962,23,163,80,1,0.895499103
2963,23,165,120,1,1.010616708
2964,23,167,80,1,0.940795066
2965,23,169,120,1,2.113537115
2966,23,171,40,1,0.809717937
2967,23,174,80,1,1.661759391
2968,23,176,80,1,0.974002138
2969,23,178,80,1,1.228822104
2970,23,181,80,1,0.786731539
2971,23,189,40,1,0.76130913
2972,23,192,120,1,0.792359164
2973,23,193,0,1,0.837279879
2974,23,194,40,1,0.617808705
2975,23,208,0,1,0.670188795
2976,23,210,40,1,0.876620012
2977,23,212,0,1,0.861422653
2978,23,227,40,1,1.287364064
2979,23,231,120,1,1.616922916
2980,23,240,80,1,1.011149495
2981,23,241,160,1,1.923597479
2982,23,244,80,1,1.389965017
2983,23,247,120,1,1.272088665
2984,23,252,40,1,1.406227584
2985,23,260,160,1,3.063176217
2986,23,265,120,1,1.025049714
2987,23,266,40,1,1.084503354
2988,23,268,80,1,0.821998281
2989,23,271,0,1,0.677195975
2990,23,282,160,1,1.605197239
2991,23,286,160,1,2.436516547
2992,23,287,120,1,0.926139246
2993,23,288,120,1,0.808982757
2994,23,293,40,1,0.695936127
2995,23,294,80,1,1.316854029
2996,23,295,40,1,0.871977002
2997,23,296,80,1,1.131245973
2998,23,299,40,1,0.74378662
2999,23,302,120,1,1.375404741
3000,23,307,80,1,0.981762002
3001,23,308,0,1,0.580785337
3002,23,311,80,1,0.684162677
3003,23,313,40,1,0.789484452
3004,23,316,160,1,2.254796628
3005,23,319,40,1,1.159142684
3006,23,322,120,1,0.943403568
3007,23,325,120,1,2.558132979
3008,23,328,80,1,0.874781698
3009,23,335,160,1,0.902880438
3010,23,339,160,1,1.411733044
3011,23,349,160,1,1.143435878
3012,23,353,120,1,1.043068543
3013,23,355,120,1,1.033781431
3014,23,358,80,1,2.738408431
3015,23,359,80,1,0.747785983
3016,23,377,40,1,0.794658424
3017,23,387,80,1,2.06338955
3018,23,393,120,1,1.384816207
3019,23,402,0,1,0.938677413
3020,23,404,120,1,0.983481068
3021,23,405,160,1,1.042147016
3022,23,407,80,1,0.779082171
3023,23,408,0,1,0.559582917
3024,23,414,80,1,1.473018799
3025,23,418,80,1,0.974579414
3026,23,419,40,1,0.751580764
3027,23,420,120,1,1.28490216
3028,23,422,0,1,0.610141467
3029,23,423,120,1,1.088412278
3030,23,425,160,1,1.068619682
3031,23,427,160,1,0.95412202
3032,23,428,80,1,0.905461954
3033,23,443,80,1,0.993269241
3034,23,456,160,1,1.673601764
3035,23,459,160,1,1.097950286
3036,23,460,40,1,0.583829987
3037,23,468,160,1,3.125336821
3038,23,469,160,1,2.559300296
3039,23,470,40,1,0.950797302
3040,23,483,160,1,1.146450625
3041,23,489,80,1,1.044586675
3042,23,490,40,1,0.54404933
3043,23,491,80,1,1.217101168
3044,23,495,120,1,0.877981334
3045,23,498,120,1,1.030963607
3046,23,500,40,1,0.832858591
3047,23,503,160,1,1.732992316
3048,23,511,40,1,0.927724477
3049,23,512,40,1,0.727396418
3050,23,514,120,1,1.445614759
3051,23,515,80,1,1.221084485
3052,23,519,120,1,2.259761278
3053,23,535,0,1,0.570813734
3054,23,541,40,1,1.14405655
3055,23,543,40,1,0.892075923
3056,23,553,120,1,1.110117581
3057,23,556,120,1,0.843074524
3058,23,558,120,1,1.284632303
3059,23,562,40,1,0.759230497
3060,23,570,0,1,0.560740752
3061,24,6,80,1,0.922667929
3062,24,7,0,1,0.726173671
3063,24,8,120,1,1.693765232
3064,24,9,80,1,1.605860942
3065,24,10,40,1,1.477301876
3066,24,16,80,1,1.225151312
3067,24,17,80,1,1.341706091
3068,24,18,80,1,1.470563459
3069,24,19,160,1,1.833285257
3070,24,22,120,1,2.909485385
3071,24,26,40,1,1.029452769
3072,24,28,40,1,0.99694441
3073,24,31,40,1,0.952094806
3074,24,36,120,1,1.208660824
3075,24,38,120,1,1.291493614
3076,24,39,160,1,3.009347284
3077,24,52,40,1,0.85235799
3078,24,56,40,1,0.954300345
3079,24,60,120,1,1.217012188
3080,24,68,160,1,1.716557259
3081,24,73,80,1,1.367853104
3082,24,78,120,1,2.229947119
3083,24,79,0,1,0.754640001
3084,24,85,120,1,1.293827153
3085,24,86,0,1,0.797662231
3086,24,89,160,1,1.734089251
3087,24,91,160,1,1.061575305
3088,24,93,160,1,3.337444529
3089,24,100,40,1,0.968580188
3090,24,103,40,1,0.837930455
3091,24,108,40,1,0.933762358
3092,24,111,120,1,1.576490225
3093,24,131,120,1,2.014350589
3094,24,133,120,1,0.955904539
3095,24,142,80,1,1.244411851
3096,24,144,0,1,0.666774002
3097,24,149,80,1,0.97352624
3098,24,151,40,1,0.702570977
3099,24,155,80,1,1.058498199
3100,24,159,80,1,1.62859061
3101,24,161,120,1,1.036862913
3102,24,164,160,1,2.111462858
3103,24,178,0,1,1.023722306
3104,24,184,160,1,1.469656883
3105,24,185,40,1,1.631217711
3106,24,192,80,1,1.123439065
3107,24,193,40,1,0.772409759
3108,24,196,160,1,0.989342813
3109,24,197,0,1,0.905684769
3110,24,203,40,1,0.673630208
3111,24,205,160,1,1.37440955
3112,24,206,160,1,0.959814557
3113,24,214,80,1,1.258130828
3114,24,219,120,1,0.886168595
3115,24,220,80,1,1.012131193
3116,24,223,80,1,0.706685941
3117,24,225,160,1,1.055975395
3118,24,229,120,1,0.906441464
3119,24,232,80,1,0.906833852
3120,24,235,120,1,1.157557089
3121,24,241,120,1,0.768316311
3122,24,248,160,1,1.296306561
3123,24,252,160,1,1.906258034
3124,24,253,0,1,0.595166559
3125,24,258,0,1,0.669641421
3126,24,263,40,1,0.989888727
3127,24,264,80,1,0.814451385
3128,24,270,40,1,0.675554949
3129,24,279,160,1,0.966667117
3130,24,280,40,1,0.843762296
3131,24,282,120,1,1.628392229
3132,24,283,160,1,1.278475173
3133,24,290,80,1,0.707017063
3134,24,291,40,1,0.965662444
3135,24,295,120,1,1.757379055
3136,24,299,40,1,0.598400839
3137,24,302,120,1,0.92147618
3138,24,332,0,1,0.773089873
3139,24,333,120,1,1.366838221
3140,24,334,40,1,1.378834485
3141,24,336,120,1,1.826141324
3142,24,337,0,1,0.670973205
3143,24,346,80,1,1.29964769
3144,24,354,160,1,2.11387626
3145,24,360,40,1,0.978133876
3146,24,362,0,1,0.658818308
3147,24,368,80,1,1.238793707
3148,24,369,160,1,3.048881422
3149,24,374,80,1,0.761323352
3150,24,375,0,1,0.610346413
3151,24,378,40,1,0.653804792
3152,24,379,160,1,1.759882167
3153,24,381,160,1,1.87624914
3154,24,384,120,1,0.92287871
3155,24,390,80,1,1.072376537
3156,24,391,160,1,1.336650637
3157,24,402,120,1,0.931241378
3158,24,404,160,1,1.311232604
3159,24,405,80,1,0.80517813
3160,24,417,160,1,1.82808904
3161,24,425,80,1,0.809067361
3162,24,427,40,1,0.612522778
3163,24,429,80,1,0.645238272
3164,24,438,80,1,0.660510753
3165,24,441,160,1,0.841001726
3166,24,445,80,1,0.903750547
3167,24,448,80,1,0.69367297
3168,24,452,80,1,0.594722752
3169,24,454,120,1,1.308217492
3170,24,455,120,1,1.958351126
3171,24,459,160,1,1.180195224
3172,24,463,120,1,0.822426406
3173,24,464,40,1,0.714182147
3174,24,465,120,1,0.882155375
3175,24,466,40,1,0.837847674
3176,24,471,120,1,1.000926997
3177,24,477,0,1,0.529612678
3178,24,486,160,1,1.222511448
3179,24,487,0,1,0.619510267
3180,24,495,80,1,0.640644493
3181,24,498,120,1,0.79298166
3182,24,517,40,1,0.767944345
3183,24,518,40,1,0.526110729
3184,24,527,160,1,1.144293588
3185,24,531,160,1,0.638086316
3186,24,533,40,1,0.566723932
3187,24,537,160,1,1.561932866
3188,24,539,160,1,1.474398354
3189,24,542,120,1,0.822453757
3190,24,545,40,1,0.725317785
3191,24,546,120,1,1.708116551
3192,24,549,40,1,0.565662736
3193,24,555,0,1,0.666594218
3194,24,557,40,1,0.911888941
3195,24,562,160,1,2.495622655
3196,24,563,80,1,0.728677876
3197,24,564,120,1,1.273520004
3198,24,569,80,1,0.675980157
3199,24,571,160,1,1.105591267
3200,24,572,40,1,0.814035294
3201,24,574,0,1,0.563000262
3202,24,575,80,1,0.973237784
